y,pred
44.0,54.0
36.0,47.0
49.0,39.0
54.0,46.0
46.0,51.0
38.0,48.0
56.0,42.0
34.0,52.0
59.0,39.0
38.0,53.0
45.0,42.0
40.0,45.0
54.0,41.0
56.0,50.0
47.0,54.0
61.0,49.0
67.0,58.0
60.0,64.0
59.0,61.0
59.0,60.0
68.0,59.0
57.0,65.0
72.0,59.0
56.0,68.0
55.0,60.0
62.0,57.0
68.0,60.0
50.0,65.0
61.0,55.0
50.0,60.0
54.0,53.0
61.0,54.0
43.0,59.0
45.0,48.0
64.0,47.0
56.0,58.0
67.0,56.0
75.0,65.0
82.0,72.0
117.0,79.0
91.0,105.0
91.0,95.0
79.0,93.0
91.0,83.0
97.0,88.0
100.0,93.0
118.0,98.0
120.0,111.0
101.0,117.0
115.0,106.0
115.0,112.0
141.0,113.0
123.0,132.0
125.0,125.0
145.0,125.0
135.0,138.0
142.0,134.0
141.0,139.0
142.0,140.0
158.0,140.0
150.0,152.0
195.0,150.0
199.0,181.0
221.0,192.0
227.0,212.0
215.0,221.0
232.0,215.0
215.0,226.0
232.0,216.0
215.0,226.0
212.0,216.0
206.0,212.0
219.0,206.0
225.0,213.0
251.0,219.0
262.0,239.0
241.0,254.0
210.0,243.0
218.0,219.0
241.0,216.0
239.0,230.0
202.0,234.0
198.0,211.0
170.0,201.0
188.0,177.0
163.0,183.0
134.0,167.0
112.0,143.0
118.0,121.0
100.0,117.0
118.0,104.0
92.0,113.0
78.0,97.0
68.0,84.0
73.0,73.0
80.0,72.0
70.0,77.0
49.0,72.0
51.0,57.0
48.0,53.0
46.0,49.0
47.0,47.0
66.0,47.0
54.0,61.0
41.0,56.0
34.0,46.0
22.0,38.0
24.0,27.0
19.0,25.0
30.0,21.0
23.0,27.0
26.0,24.0
26.0,26.0
21.0,27.0
42.0,23.0
29.0,36.0
29.0,31.0
40.0,31.0
54.0,38.0
71.0,49.0
64.0,64.0
64.0,64.0
67.0,64.0
56.0,66.0
58.0,59.0
58.0,58.0
62.0,58.0
65.0,61.0
71.0,64.0
59.0,69.0
76.0,62.0
59.0,72.0
86.0,63.0
69.0,79.0
65.0,72.0
100.0,68.0
76.0,90.0
80.0,80.0
59.0,81.0
63.0,65.0
64.0,63.0
58.0,64.0
56.0,59.0
54.0,58.0
40.0,55.0
42.0,44.0
57.0,43.0
47.0,53.0
52.0,49.0
58.0,52.0
64.0,56.0
61.0,61.0
61.0,61.0
39.0,61.0
47.0,46.0
64.0,47.0
43.0,58.0
45.0,48.0
66.0,47.0
46.0,60.0
63.0,50.0
56.0,60.0
55.0,57.0
58.0,56.0
69.0,57.0
65.0,65.0
55.0,65.0
58.0,58.0
78.0,59.0
48.0,72.0
73.0,55.0
52.0,68.0
57.0,56.0
49.0,57.0
64.0,51.0
48.0,60.0
65.0,52.0
68.0,62.0
71.0,66.0
47.0,69.0
66.0,54.0
71.0,63.0
71.0,68.0
76.0,70.0
84.0,74.0
98.0,81.0
99.0,93.0
95.0,97.0
76.0,96.0
74.0,82.0
91.0,76.0
109.0,86.0
128.0,101.0
111.0,119.0
132.0,114.0
128.0,127.0
137.0,126.0
136.0,133.0
120.0,134.0
131.0,124.0
166.0,129.0
148.0,153.0
135.0,148.0
147.0,139.0
156.0,144.0
166.0,150.0
179.0,160.0
176.0,173.0
187.0,174.0
178.0,182.0
180.0,178.0
186.0,178.0
225.0,182.0
172.0,210.0
195.0,182.0
241.0,191.0
205.0,223.0
207.0,208.0
217.0,207.0
239.0,212.0
222.0,228.0
231.0,222.0
241.0,228.0
232.0,234.0
248.0,230.0
254.0,241.0
268.0,248.0
268.0,260.0
303.0,263.0
287.0,289.0
287.0,285.0
266.0,285.0
244.0,269.0
215.0,249.0
257.0,223.0
252.0,244.0
226.0,246.0
207.0,231.0
189.0,213.0
193.0,194.0
159.0,191.0
168.0,166.0
128.0,166.0
146.0,137.0
142.0,142.0
127.0,140.0
154.0,130.0
112.0,146.0
57.0,121.0
58.0,77.0
44.0,63.0
54.0,48.0
31.0,52.0
30.0,37.0
28.0,32.0
19.0,29.0
23.0,22.0
17.0,23.0
13.0,19.0
19.0,15.0
16.0,18.0
31.0,17.0
18.0,27.0
19.0,21.0
21.0,20.0
19.0,21.0
22.0,20.0
29.0,22.0
30.0,27.0
33.0,30.0
35.0,33.0
26.0,35.0
46.0,29.0
53.0,41.0
53.0,49.0
64.0,52.0
63.0,61.0
63.0,62.0
51.0,63.0
50.0,55.0
86.0,51.0
74.0,75.0
63.0,74.0
68.0,67.0
67.0,68.0
74.0,66.0
81.0,72.0
95.0,78.0
100.0,90.0
78.0,97.0
86.0,84.0
96.0,85.0
90.0,92.0
101.0,90.0
101.0,98.0
91.0,100.0
80.0,93.0
110.0,84.0
93.0,102.0
99.0,94.0
88.0,98.0
79.0,91.0
103.0,82.0
94.0,96.0
93.0,94.0
113.0,93.0
109.0,106.0
93.0,107.0
101.0,97.0
80.0,100.0
94.0,85.0
80.0,91.0
102.0,82.0
109.0,96.0
100.0,104.0
97.0,101.0
98.0,98.0
97.0,97.0
98.0,96.0
101.0,97.0
103.0,100.0
102.0,102.0
89.0,102.0
121.0,93.0
119.0,112.0
130.0,116.0
109.0,126.0
130.0,114.0
119.0,125.0
123.0,120.0
139.0,121.0
153.0,133.0
139.0,145.0
149.0,140.0
127.0,146.0
162.0,132.0
150.0,152.0
137.0,149.0
186.0,141.0
202.0,171.0
207.0,190.0
203.0,201.0
171.0,202.0
181.0,179.0
160.0,179.0
146.0,163.0
170.0,150.0
167.0,163.0
176.0,163.0
169.0,171.0
182.0,168.0
208.0,177.0
221.0,197.0
215.0,212.0
192.0,213.0
205.0,198.0
217.0,201.0
236.0,210.0
218.0,226.0
250.0,219.0
253.0,239.0
263.0,246.0
235.0,256.0
261.0,240.0
234.0,253.0
245.0,237.0
229.0,241.0
234.0,230.0
238.0,231.0
287.0,234.0
283.0,268.0
316.0,276.0
305.0,303.0
278.0,302.0
295.0,283.0
312.0,289.0
293.0,301.0
314.0,293.0
288.0,306.0
303.0,290.0
298.0,296.0
249.0,294.0
293.0,260.0
274.0,281.0
221.0,271.0
206.0,235.0
218.0,213.0
195.0,213.0
160.0,197.0
183.0,170.0
167.0,178.0
125.0,167.0
86.0,137.0
55.0,101.0
52.0,68.0
62.0,55.0
29.0,58.0
31.0,37.0
36.0,34.0
35.0,35.0
16.0,34.0
19.0,22.0
23.0,21.0
31.0,22.0
21.0,28.0
33.0,23.0
38.0,31.0
32.0,36.0
20.0,34.0
22.0,25.0
23.0,23.0
18.0,23.0
15.0,20.0
29.0,17.0
29.0,25.0
36.0,28.0
36.0,34.0
23.0,36.0
39.0,27.0
49.0,36.0
35.0,45.0
40.0,38.0
49.0,40.0
45.0,46.0
40.0,45.0
78.0,42.0
51.0,67.0
62.0,55.0
71.0,61.0
59.0,68.0
83.0,61.0
79.0,77.0
85.0,77.0
83.0,83.0
85.0,83.0
98.0,84.0
85.0,94.0
122.0,87.0
83.0,111.0
78.0,91.0
96.0,83.0
107.0,91.0
99.0,101.0
96.0,100.0
107.0,98.0
98.0,104.0
84.0,99.0
103.0,88.0
85.0,98.0
98.0,88.0
78.0,95.0
87.0,82.0
87.0,86.0
102.0,86.0
79.0,96.0
79.0,84.0
75.0,81.0
93.0,76.0
80.0,87.0
94.0,82.0
100.0,90.0
83.0,96.0
99.0,86.0
96.0,95.0
73.0,95.0
77.0,80.0
88.0,78.0
108.0,84.0
95.0,100.0
104.0,96.0
99.0,102.0
82.0,99.0
117.0,87.0
112.0,108.0
98.0,109.0
89.0,102.0
97.0,93.0
104.0,95.0
118.0,100.0
109.0,112.0
82.0,110.0
100.0,90.0
112.0,96.0
113.0,106.0
89.0,110.0
87.0,96.0
99.0,90.0
134.0,95.0
116.0,121.0
144.0,117.0
124.0,137.0
123.0,127.0
128.0,124.0
124.0,126.0
133.0,123.0
142.0,129.0
128.0,137.0
147.0,130.0
128.0,141.0
96.0,130.0
91.0,106.0
100.0,95.0
70.0,97.0
102.0,77.0
72.0,95.0
76.0,78.0
71.0,77.0
75.0,72.0
60.0,73.0
61.0,64.0
29.0,62.0
59.0,39.0
46.0,53.0
43.0,48.0
31.0,45.0
43.0,36.0
35.0,41.0
26.0,37.0
34.0,30.0
30.0,33.0
26.0,31.0
26.0,28.0
22.0,27.0
23.0,24.0
34.0,24.0
19.0,31.0
16.0,23.0
19.0,19.0
18.0,19.0
19.0,18.0
8.0,20.0
22.0,12.0
18.0,20.0
17.0,18.0
14.0,18.0
28.0,16.0
11.0,25.0
18.0,16.0
16.0,19.0
15.0,17.0
18.0,16.0
19.0,18.0
21.0,19.0
20.0,21.0
26.0,21.0
28.0,25.0
23.0,28.0
31.0,25.0
41.0,30.0
58.0,38.0
71.0,52.0
52.0,65.0
62.0,57.0
61.0,62.0
61.0,61.0
58.0,61.0
64.0,59.0
75.0,63.0
49.0,71.0
68.0,56.0
61.0,65.0
60.0,62.0
70.0,61.0
71.0,67.0
55.0,70.0
55.0,60.0
70.0,57.0
65.0,66.0
62.0,65.0
80.0,64.0
71.0,75.0
43.0,72.0
60.0,52.0
53.0,58.0
50.0,53.0
36.0,51.0
59.0,41.0
62.0,54.0
42.0,59.0
42.0,48.0
42.0,45.0
38.0,42.0
36.0,39.0
38.0,38.0
39.0,38.0
42.0,39.0
46.0,42.0
53.0,45.0
54.0,51.0
41.0,54.0
34.0,45.0
51.0,38.0
35.0,47.0
42.0,38.0
41.0,42.0
37.0,42.0
46.0,39.0
46.0,44.0
35.0,45.0
38.0,38.0
42.0,38.0
38.0,41.0
47.0,39.0
49.0,45.0
42.0,48.0
49.0,44.0
52.0,48.0
44.0,51.0
39.0,47.0
45.0,42.0
47.0,44.0
40.0,46.0
51.0,42.0
51.0,49.0
50.0,51.0
67.0,51.0
57.0,63.0
53.0,58.0
60.0,55.0
51.0,59.0
66.0,53.0
84.0,62.0
61.0,77.0
83.0,66.0
54.0,79.0
88.0,61.0
78.0,80.0
70.0,78.0
91.0,73.0
91.0,86.0
101.0,88.0
71.0,97.0
87.0,79.0
79.0,85.0
92.0,80.0
94.0,88.0
98.0,92.0
97.0,96.0
109.0,97.0
95.0,105.0
117.0,97.0
87.0,111.0
116.0,93.0
90.0,109.0
79.0,95.0
97.0,84.0
106.0,93.0
92.0,101.0
96.0,95.0
75.0,96.0
85.0,81.0
71.0,84.0
71.0,74.0
64.0,72.0
61.0,66.0
56.0,62.0
48.0,58.0
41.0,51.0
25.0,44.0
46.0,31.0
42.0,41.0
41.0,42.0
30.0,42.0
30.0,34.0
25.0,32.0
31.0,27.0
34.0,30.0
18.0,33.0
15.0,23.0
31.0,18.0
22.0,27.0
15.0,24.0
20.0,19.0
22.0,20.0
13.0,21.0
14.0,16.0
20.0,15.0
13.0,19.0
14.0,15.0
15.0,15.0
16.0,16.0
12.0,16.0
15.0,14.0
12.0,15.0
5.0,14.0
8.0,8.0
9.0,9.0
10.0,9.0
24.0,10.0
22.0,21.0
24.0,22.0
25.0,24.0
32.0,25.0
55.0,31.0
53.0,48.0
53.0,52.0
50.0,53.0
56.0,52.0
58.0,55.0
69.0,57.0
69.0,65.0
70.0,68.0
68.0,70.0
77.0,69.0
80.0,74.0
65.0,78.0
72.0,69.0
56.0,72.0
76.0,60.0
70.0,71.0
65.0,70.0
64.0,67.0
67.0,65.0
65.0,66.0
53.0,65.0
51.0,57.0
47.0,53.0
48.0,49.0
58.0,49.0
42.0,55.0
47.0,46.0
40.0,47.0
54.0,42.0
51.0,50.0
43.0,51.0
42.0,46.0
41.0,44.0
29.0,42.0
42.0,33.0
52.0,39.0
59.0,48.0
45.0,56.0
45.0,49.0
40.0,47.0
37.0,42.0
49.0,39.0
54.0,46.0
42.0,52.0
49.0,46.0
41.0,49.0
40.0,43.0
45.0,41.0
40.0,44.0
39.0,42.0
44.0,40.0
46.0,43.0
40.0,45.0
40.0,42.0
53.0,41.0
45.0,49.0
57.0,46.0
33.0,55.0
27.0,39.0
46.0,32.0
44.0,41.0
45.0,43.0
46.0,45.0
45.0,46.0
51.0,45.0
48.0,49.0
56.0,49.0
63.0,54.0
66.0,61.0
73.0,65.0
73.0,71.0
75.0,72.0
73.0,74.0
80.0,73.0
87.0,78.0
76.0,84.0
85.0,78.0
85.0,83.0
101.0,84.0
97.0,96.0
101.0,96.0
78.0,100.0
100.0,84.0
91.0,95.0
97.0,91.0
97.0,95.0
114.0,96.0
132.0,108.0
122.0,124.0
140.0,122.0
146.0,135.0
149.0,142.0
140.0,146.0
148.0,142.0
124.0,146.0
138.0,129.0
140.0,135.0
121.0,137.0
143.0,125.0
127.0,138.0
127.0,128.0
115.0,127.0
124.0,118.0
108.0,121.0
87.0,111.0
83.0,94.0
84.0,86.0
75.0,84.0
59.0,77.0
60.0,65.0
69.0,61.0
65.0,66.0
63.0,65.0
46.0,64.0
45.0,51.0
55.0,47.0
40.0,52.0
38.0,44.0
34.0,40.0
37.0,36.0
16.0,37.0
31.0,22.0
24.0,29.0
33.0,25.0
24.0,31.0
20.0,27.0
10.0,23.0
22.0,14.0
23.0,20.0
26.0,22.0
17.0,26.0
18.0,20.0
11.0,19.0
19.0,14.0
21.0,18.0
15.0,21.0
16.0,17.0
22.0,17.0
11.0,21.0
18.0,15.0
15.0,18.0
20.0,16.0
26.0,19.0
49.0,25.0
49.0,42.0
44.0,47.0
58.0,46.0
70.0,55.0
50.0,66.0
67.0,55.0
72.0,64.0
67.0,69.0
72.0,68.0
63.0,71.0
77.0,65.0
64.0,73.0
77.0,67.0
60.0,74.0
69.0,64.0
77.0,68.0
79.0,74.0
64.0,77.0
75.0,69.0
59.0,73.0
68.0,63.0
54.0,67.0
54.0,58.0
55.0,56.0
58.0,55.0
47.0,57.0
34.0,50.0
52.0,39.0
44.0,49.0
42.0,45.0
56.0,44.0
59.0,53.0
48.0,57.0
38.0,51.0
44.0,43.0
36.0,43.0
40.0,38.0
39.0,40.0
46.0,39.0
45.0,44.0
37.0,45.0
44.0,40.0
46.0,43.0
59.0,45.0
45.0,55.0
44.0,49.0
51.0,46.0
45.0,50.0
40.0,47.0
65.0,43.0
51.0,59.0
41.0,53.0
40.0,46.0
44.0,42.0
43.0,43.0
43.0,43.0
42.0,43.0
41.0,43.0
34.0,42.0
36.0,36.0
46.0,36.0
37.0,43.0
42.0,39.0
43.0,42.0
40.0,43.0
54.0,41.0
67.0,51.0
64.0,62.0
73.0,63.0
73.0,70.0
82.0,72.0
71.0,79.0
86.0,73.0
76.0,82.0
73.0,78.0
86.0,74.0
95.0,82.0
99.0,90.0
92.0,96.0
87.0,93.0
103.0,89.0
85.0,98.0
102.0,89.0
106.0,98.0
127.0,103.0
127.0,119.0
109.0,124.0
127.0,114.0
161.0,123.0
153.0,148.0
142.0,151.0
154.0,145.0
147.0,150.0
150.0,146.0
160.0,148.0
144.0,156.0
154.0,146.0
134.0,151.0
146.0,138.0
164.0,143.0
126.0,156.0
146.0,134.0
120.0,143.0
115.0,125.0
132.0,117.0
109.0,127.0
105.0,113.0
92.0,108.0
81.0,96.0
101.0,85.0
113.0,95.0
74.0,107.0
75.0,84.0
62.0,79.0
58.0,66.0
63.0,60.0
47.0,62.0
62.0,51.0
44.0,59.0
40.0,48.0
37.0,43.0
33.0,39.0
22.0,35.0
21.0,26.0
29.0,23.0
21.0,28.0
28.0,23.0
38.0,27.0
25.0,35.0
24.0,29.0
14.0,27.0
16.0,18.0
10.0,17.0
19.0,13.0
15.0,18.0
12.0,16.0
13.0,14.0
22.0,14.0
16.0,20.0
25.0,18.0
19.0,24.0
35.0,21.0
27.0,31.0
47.0,29.0
64.0,42.0
55.0,57.0
54.0,56.0
48.0,56.0
54.0,51.0
74.0,53.0
64.0,67.0
67.0,65.0
74.0,67.0
81.0,72.0
68.0,78.0
65.0,71.0
68.0,67.0
69.0,67.0
56.0,68.0
72.0,60.0
80.0,68.0
78.0,76.0
66.0,77.0
91.0,70.0
81.0,84.0
73.0,82.0
76.0,76.0
57.0,76.0
39.0,62.0
64.0,47.0
44.0,58.0
53.0,47.0
52.0,52.0
36.0,52.0
47.0,41.0
60.0,46.0
50.0,55.0
42.0,52.0
46.0,46.0
50.0,46.0
44.0,49.0
54.0,45.0
42.0,52.0
43.0,45.0
62.0,44.0
56.0,56.0
60.0,56.0
60.0,60.0
45.0,60.0
58.0,49.0
33.0,56.0
41.0,40.0
41.0,41.0
44.0,41.0
39.0,43.0
45.0,41.0
55.0,44.0
53.0,52.0
56.0,53.0
60.0,56.0
47.0,59.0
49.0,51.0
42.0,50.0
45.0,44.0
52.0,45.0
54.0,50.0
72.0,53.0
67.0,66.0
68.0,67.0
67.0,68.0
80.0,67.0
77.0,76.0
96.0,77.0
94.0,91.0
106.0,93.0
97.0,102.0
98.0,98.0
128.0,98.0
108.0,118.0
123.0,110.0
115.0,119.0
120.0,115.0
107.0,118.0
127.0,110.0
134.0,121.0
109.0,129.0
141.0,114.0
129.0,133.0
138.0,128.0
143.0,135.0
156.0,140.0
155.0,150.0
175.0,153.0
190.0,168.0
193.0,182.0
205.0,188.0
212.0,199.0
179.0,207.0
193.0,186.0
172.0,190.0
168.0,175.0
168.0,169.0
180.0,167.0
188.0,174.0
214.0,182.0
188.0,203.0
199.0,192.0
202.0,196.0
216.0,198.0
237.0,208.0
200.0,227.0
194.0,207.0
184.0,197.0
142.0,186.0
143.0,153.0
121.0,145.0
128.0,126.0
112.0,126.0
121.0,115.0
110.0,119.0
95.0,112.0
86.0,99.0
91.0,90.0
83.0,90.0
76.0,84.0
68.0,78.0
76.0,71.0
52.0,74.0
46.0,58.0
67.0,50.0
38.0,62.0
53.0,45.0
55.0,51.0
58.0,53.0
36.0,57.0
34.0,42.0
30.0,37.0
17.0,32.0
17.0,21.0
20.0,19.0
22.0,20.0
27.0,21.0
28.0,26.0
20.0,28.0
20.0,23.0
22.0,22.0
19.0,22.0
20.0,20.0
44.0,21.0
35.0,37.0
31.0,36.0
38.0,33.0
35.0,37.0
41.0,35.0
46.0,40.0
35.0,45.0
37.0,38.0
50.0,38.0
54.0,46.0
64.0,52.0
90.0,60.0
69.0,81.0
71.0,73.0
80.0,72.0
75.0,77.0
74.0,75.0
80.0,74.0
69.0,78.0
69.0,72.0
65.0,70.0
71.0,66.0
69.0,69.0
62.0,69.0
53.0,64.0
45.0,56.0
57.0,48.0
65.0,54.0
54.0,61.0
61.0,56.0
58.0,60.0
70.0,58.0
63.0,66.0
64.0,64.0
78.0,65.0
78.0,74.0
80.0,76.0
65.0,79.0
70.0,70.0
65.0,70.0
63.0,66.0
66.0,64.0
64.0,65.0
83.0,64.0
63.0,77.0
79.0,67.0
70.0,76.0
58.0,71.0
68.0,62.0
68.0,67.0
70.0,67.0
71.0,69.0
71.0,70.0
65.0,71.0
59.0,67.0
71.0,61.0
65.0,68.0
61.0,66.0
61.0,63.0
67.0,61.0
67.0,65.0
60.0,66.0
83.0,62.0
70.0,77.0
74.0,72.0
73.0,74.0
89.0,73.0
77.0,84.0
99.0,78.0
90.0,93.0
79.0,91.0
99.0,83.0
99.0,94.0
98.0,96.0
119.0,98.0
118.0,112.0
114.0,115.0
121.0,114.0
132.0,119.0
129.0,127.0
133.0,128.0
147.0,131.0
140.0,141.0
129.0,139.0
139.0,132.0
143.0,136.0
156.0,140.0
182.0,150.0
180.0,171.0
195.0,176.0
203.0,189.0
198.0,198.0
203.0,196.0
207.0,200.0
227.0,203.0
224.0,218.0
230.0,221.0
233.0,226.0
254.0,229.0
272.0,244.0
221.0,261.0
215.0,232.0
282.0,219.0
248.0,260.0
258.0,248.0
283.0,255.0
277.0,272.0
268.0,272.0
266.0,268.0
279.0,264.0
269.0,272.0
283.0,267.0
282.0,276.0
323.0,277.0
322.0,306.0
270.0,314.0
301.0,282.0
254.0,294.0
235.0,262.0
202.0,241.0
232.0,211.0
219.0,223.0
168.0,217.0
190.0,182.0
177.0,187.0
176.0,176.0
174.0,174.0
165.0,173.0
128.0,166.0
91.0,139.0
83.0,105.0
37.0,88.0
47.0,51.0
36.0,48.0
33.0,39.0
36.0,35.0
24.0,36.0
30.0,28.0
11.0,30.0
21.0,17.0
21.0,20.0
23.0,21.0
23.0,22.0
30.0,24.0
20.0,29.0
26.0,23.0
19.0,26.0
15.0,21.0
27.0,17.0
25.0,25.0
26.0,25.0
25.0,26.0
32.0,26.0
28.0,31.0
36.0,29.0
35.0,34.0
42.0,35.0
30.0,40.0
47.0,34.0
42.0,43.0
59.0,42.0
76.0,55.0
57.0,69.0
56.0,61.0
44.0,58.0
61.0,48.0
54.0,57.0
68.0,55.0
58.0,64.0
55.0,60.0
61.0,57.0
73.0,60.0
63.0,69.0
75.0,65.0
91.0,72.0
72.0,85.0
80.0,76.0
69.0,79.0
64.0,72.0
74.0,66.0
84.0,71.0
80.0,79.0
68.0,79.0
82.0,72.0
76.0,79.0
75.0,76.0
77.0,75.0
70.0,76.0
77.0,72.0
69.0,75.0
85.0,71.0
71.0,81.0
71.0,74.0
78.0,72.0
87.0,76.0
81.0,83.0
75.0,82.0
78.0,77.0
79.0,78.0
66.0,78.0
68.0,70.0
76.0,68.0
67.0,73.0
73.0,69.0
85.0,72.0
83.0,81.0
94.0,82.0
100.0,90.0
87.0,96.0
99.0,89.0
105.0,96.0
96.0,101.0
86.0,97.0
116.0,89.0
123.0,108.0
110.0,117.0
122.0,112.0
125.0,119.0
125.0,122.0
147.0,123.0
109.0,139.0
143.0,117.0
114.0,135.0
136.0,119.0
137.0,130.0
137.0,134.0
125.0,135.0
123.0,128.0
133.0,124.0
167.0,129.0
145.0,154.0
198.0,146.0
168.0,182.0
188.0,170.0
200.0,182.0
179.0,193.0
213.0,182.0
184.0,203.0
173.0,188.0
162.0,177.0
198.0,165.0
247.0,186.0
244.0,226.0
209.0,237.0
236.0,217.0
213.0,229.0
201.0,214.0
223.0,203.0
231.0,216.0
253.0,224.0
221.0,243.0
244.0,226.0
247.0,238.0
191.0,241.0
225.0,205.0
224.0,218.0
230.0,218.0
242.0,225.0
209.0,235.0
235.0,215.0
234.0,228.0
193.0,229.0
222.0,202.0
187.0,215.0
172.0,192.0
189.0,177.0
171.0,184.0
150.0,172.0
134.0,156.0
126.0,140.0
136.0,128.0
123.0,132.0
102.0,124.0
77.0,108.0
80.0,86.0
46.0,81.0
47.0,56.0
25.0,50.0
25.0,32.0
22.0,27.0
28.0,23.0
25.0,27.0
17.0,26.0
15.0,20.0
15.0,17.0
22.0,16.0
11.0,21.0
21.0,14.0
20.0,20.0
17.0,20.0
9.0,19.0
13.0,13.0
13.0,13.0
23.0,13.0
23.0,21.0
21.0,23.0
22.0,22.0
28.0,23.0
36.0,27.0
41.0,34.0
35.0,39.0
29.0,37.0
41.0,32.0
36.0,39.0
48.0,37.0
56.0,45.0
62.0,53.0
46.0,59.0
45.0,51.0
72.0,47.0
59.0,64.0
58.0,60.0
68.0,60.0
65.0,65.0
66.0,64.0
81.0,66.0
56.0,76.0
70.0,62.0
78.0,68.0
69.0,74.0
69.0,70.0
78.0,70.0
83.0,75.0
86.0,80.0
87.0,84.0
54.0,86.0
82.0,64.0
80.0,76.0
79.0,78.0
80.0,79.0
78.0,80.0
77.0,78.0
64.0,77.0
67.0,68.0
82.0,67.0
75.0,77.0
75.0,75.0
64.0,75.0
76.0,67.0
53.0,73.0
66.0,59.0
70.0,64.0
88.0,68.0
67.0,82.0
66.0,71.0
55.0,68.0
82.0,59.0
65.0,75.0
76.0,67.0
56.0,74.0
70.0,61.0
73.0,67.0
73.0,70.0
64.0,72.0
69.0,67.0
64.0,68.0
66.0,65.0
73.0,66.0
77.0,71.0
85.0,75.0
93.0,82.0
99.0,89.0
85.0,96.0
98.0,88.0
86.0,95.0
97.0,88.0
92.0,94.0
80.0,92.0
75.0,83.0
105.0,77.0
104.0,96.0
90.0,101.0
81.0,93.0
97.0,85.0
85.0,92.0
95.0,86.0
97.0,92.0
100.0,95.0
75.0,98.0
91.0,82.0
89.0,88.0
84.0,88.0
75.0,85.0
70.0,78.0
81.0,72.0
79.0,78.0
81.0,78.0
76.0,80.0
68.0,77.0
69.0,71.0
57.0,69.0
61.0,61.0
122.0,61.0
117.0,103.0
68.0,112.0
48.0,83.0
52.0,60.0
57.0,53.0
44.0,55.0
37.0,47.0
39.0,41.0
34.0,40.0
28.0,36.0
30.0,31.0
23.0,30.0
17.0,25.0
29.0,20.0
22.0,27.0
21.0,24.0
18.0,23.0
18.0,20.0
16.0,19.0
14.0,18.0
16.0,16.0
11.0,17.0
22.0,13.0
11.0,20.0
16.0,14.0
13.0,16.0
8.0,15.0
15.0,11.0
15.0,14.0
11.0,15.0
14.0,13.0
23.0,14.0
17.0,21.0
22.0,19.0
22.0,22.0
29.0,23.0
23.0,28.0
44.0,25.0
55.0,39.0
52.0,50.0
63.0,52.0
50.0,60.0
51.0,53.0
67.0,52.0
59.0,62.0
55.0,60.0
58.0,57.0
50.0,58.0
76.0,52.0
74.0,69.0
70.0,72.0
71.0,71.0
73.0,72.0
71.0,72.0
70.0,71.0
77.0,70.0
76.0,75.0
72.0,76.0
64.0,74.0
67.0,67.0
52.0,67.0
60.0,56.0
56.0,59.0
42.0,57.0
51.0,47.0
38.0,50.0
47.0,41.0
49.0,46.0
51.0,48.0
44.0,51.0
38.0,47.0
49.0,41.0
37.0,47.0
45.0,40.0
44.0,44.0
32.0,44.0
38.0,36.0
54.0,38.0
40.0,49.0
35.0,43.0
40.0,38.0
39.0,40.0
58.0,39.0
45.0,52.0
49.0,47.0
57.0,49.0
53.0,55.0
43.0,53.0
44.0,46.0
40.0,45.0
35.0,41.0
39.0,37.0
36.0,39.0
41.0,37.0
45.0,40.0
37.0,44.0
22.0,40.0
39.0,28.0
37.0,36.0
33.0,36.0
40.0,35.0
48.0,39.0
53.0,46.0
50.0,51.0
47.0,51.0
61.0,49.0
59.0,58.0
74.0,58.0
79.0,70.0
73.0,76.0
64.0,74.0
68.0,68.0
78.0,68.0
75.0,75.0
60.0,75.0
76.0,65.0
79.0,73.0
74.0,77.0
86.0,75.0
87.0,83.0
78.0,85.0
85.0,80.0
72.0,84.0
69.0,75.0
70.0,71.0
84.0,70.0
111.0,80.0
113.0,101.0
119.0,109.0
92.0,116.0
84.0,99.0
96.0,89.0
101.0,93.0
119.0,98.0
103.0,112.0
98.0,106.0
96.0,100.0
91.0,97.0
82.0,92.0
101.0,85.0
80.0,96.0
67.0,84.0
91.0,72.0
73.0,85.0
125.0,76.0
144.0,110.0
86.0,133.0
81.0,100.0
64.0,89.0
60.0,70.0
43.0,62.0
36.0,48.0
37.0,40.0
41.0,38.0
28.0,40.0
36.0,32.0
26.0,35.0
23.0,29.0
23.0,25.0
17.0,24.0
22.0,20.0
26.0,22.0
19.0,25.0
18.0,21.0
16.0,20.0
15.0,18.0
14.0,16.0
13.0,15.0
21.0,14.0
7.0,20.0
12.0,11.0
10.0,13.0
11.0,11.0
14.0,12.0
7.0,14.0
12.0,10.0
27.0,12.0
21.0,23.0
16.0,22.0
23.0,19.0
32.0,22.0
40.0,29.0
48.0,37.0
62.0,45.0
62.0,58.0
48.0,61.0
62.0,53.0
59.0,60.0
54.0,59.0
57.0,56.0
67.0,57.0
56.0,64.0
63.0,58.0
56.0,62.0
73.0,58.0
79.0,68.0
78.0,76.0
61.0,77.0
90.0,67.0
56.0,83.0
65.0,64.0
51.0,65.0
56.0,55.0
52.0,56.0
46.0,53.0
45.0,49.0
62.0,46.0
48.0,58.0
57.0,51.0
54.0,56.0
41.0,54.0
49.0,46.0
32.0,48.0
42.0,37.0
45.0,41.0
45.0,44.0
29.0,45.0
40.0,34.0
60.0,39.0
41.0,53.0
44.0,45.0
34.0,45.0
37.0,37.0
38.0,37.0
49.0,38.0
56.0,46.0
57.0,53.0
47.0,56.0
28.0,50.0
